SP 	 1 	 3.179279 	 147.200000 	 2.159836
SP 	 2 	 6.038922 	 147.200000 	 4.102528
SP 	 4 	 11.518528 	 147.200000 	 7.825087
SP 	 8 	 11.697871 	 147.200000 	 7.946923
DP 	 1 	 3.178361 	 73.600000 	 4.318425
DP 	 2 	 6.078215 	 73.600000 	 8.258445
DP 	 4 	 11.475249 	 73.600000 	 15.591371
DP 	 8 	 11.726180 	 73.600000 	 15.932309
